cell_id,family,metric,treatment_mean,control_mean,paired_difference_mean,n,ci_low,ci_high
moderation-000,moderation,assignments,192.0,192.0,0.0,200,0.0,0.0
moderation-000,moderation,completion_rate,0.9141145833333333,0.9141145833333333,0.0,200,0.0,0.0
moderation-000,moderation,deadline_miss_rate,0.08588541666666666,0.08588541666666666,0.0,200,0.0,0.0
moderation-000,moderation,displacements,0.0,0.0,0.0,200,0.0,0.0
moderation-000,moderation,mean_submission_time,3.83503915009612,3.83503915009612,0.0,200,0.0,0.0
moderation-000,moderation,moderator_actions,0.0,0.0,0.0,200,0.0,0.0
moderation-000,moderation,post_intervention_writes,49.655,49.655,0.0,200,0.0,0.0
moderation-000,moderation,removed_pages,0.0,0.0,0.0,200,0.0,0.0
moderation-000,moderation,screen_agreement,0.8480226472807126,0.8480226472807126,0.0,200,0.0,0.0
moderation-000,moderation,screen_alarm,0.78,0.78,0.0,200,0.0,0.0
moderation-000,moderation,screen_comparable_pairs,1042.625,1042.625,0.0,200,0.0,0.0
moderation-000,moderation,screen_observed_submissions,175.51,175.51,0.0,200,0.0,0.0
moderation-000,moderation,shared_submission_rate,0.35075520833333335,0.35075520833333335,0.0,200,0.0,0.0
moderation-000,moderation,submissions,175.51,175.51,0.0,200,0.0,0.0
moderation-000,moderation,task_success_rate,0.8243489583333333,0.8243489583333333,0.0,200,0.0,0.0
moderation-000,moderation,total_reads,72.26,72.26,0.0,200,0.0,0.0
moderation-000,moderation,total_writes,106.755,106.755,0.0,200,0.0,0.0
moderation-000,moderation,unauthorized_submission_rate,0.0,0.0,0.0,200,0.0,0.0
moderation-000,moderation,useful_reads,67.345,67.345,0.0,200,0.0,0.0
moderation-001,moderation,assignments,192.0,192.0,0.0,200,0.0,0.0
moderation-001,moderation,completion_rate,0.9141145833333333,0.9141145833333333,0.0,200,0.0,0.0
moderation-001,moderation,deadline_miss_rate,0.08588541666666666,0.08588541666666666,0.0,200,0.0,0.0
moderation-001,moderation,displacements,0.0,0.0,0.0,200,0.0,0.0
moderation-001,moderation,mean_submission_time,3.83503915009612,3.83503915009612,0.0,200,0.0,0.0
moderation-001,moderation,moderator_actions,0.0,0.0,0.0,200,0.0,0.0
moderation-001,moderation,post_intervention_writes,49.655,49.655,0.0,200,0.0,0.0
moderation-001,moderation,removed_pages,0.0,0.0,0.0,200,0.0,0.0
moderation-001,moderation,screen_agreement,0.8480226472807126,0.8480226472807126,0.0,200,0.0,0.0
moderation-001,moderation,screen_alarm,0.78,0.78,0.0,200,0.0,0.0
moderation-001,moderation,screen_comparable_pairs,1042.625,1042.625,0.0,200,0.0,0.0
moderation-001,moderation,screen_observed_submissions,175.51,175.51,0.0,200,0.0,0.0
moderation-001,moderation,shared_submission_rate,0.35075520833333335,0.35075520833333335,0.0,200,0.0,0.0
moderation-001,moderation,submissions,175.51,175.51,0.0,200,0.0,0.0
moderation-001,moderation,task_success_rate,0.8243489583333333,0.8243489583333333,0.0,200,0.0,0.0
moderation-001,moderation,total_reads,72.26,72.26,0.0,200,0.0,0.0
moderation-001,moderation,total_writes,106.755,106.755,0.0,200,0.0,0.0
