detection,reset_cadence,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy
off,0,42,0,False,0.0,0.0,0.0,0.0,1.0
off,0,42,1,False,0.0,0.0,0.3333333333333333,0.3333333333333333,0.8260869565217391
off,0,42,2,False,0.08333333333333333,0.08333333333333333,0.5,0.5,0.7307692307692307
off,0,42,3,False,0.1875,0.1875,0.6923076923076923,0.6923076923076923,0.5882352941176471
off,0,42,4,False,0.3137019230769231,0.3137019230769231,0.6666666666666666,0.6666666666666666,0.5833333333333334
off,0,42,5,False,0.4019431089743589,0.4019431089743589,0.6842105263157895,0.6842105263157895,0.5227272727272727
off,0,42,6,False,0.4725099633097165,0.4725099633097165,0.65,0.6818181818181818,0.5208333333333334
off,0,42,7,False,0.5168824724822874,0.5168824724822874,0.55,0.6896551724137931,0.49122807017543857
off,0,42,8,False,0.5251618543617156,0.5251618543617156,0.5,0.6875,0.46153846153846156
off,0,42,9,False,0.5188713907712867,0.5188713907712867,0.5,0.7058823529411765,0.4411764705882353
off,0,42,10,False,0.5141535430784651,0.5141535430784651,0.5,0.7222222222222222,0.4305555555555556
off,0,42,11,False,0.5106151573088488,0.5106151573088488,0.5,0.7435897435897436,0.40789473684210525
off,0,42,12,False,0.5079613679816366,0.5079613679816366,0.45,0.7380952380952381,0.3950617283950617
off,0,42,13,False,0.49347102598622744,0.49347102598622744,0.45,0.7555555555555555,0.3793103448275862
off,0,42,14,False,0.4826032694896706,0.4826032694896706,0.35,0.7346938775510204,0.3804347826086957
off,0,42,15,False,0.44945245211725293,0.44945245211725293,0.35,0.7450980392156863,0.375
off,0,42,16,False,0.4245893390879397,0.4245893390879397,0.3,0.7543859649122807,0.3619047619047619
off,0,42,17,False,0.39344200431595483,0.39344200431595483,0.3,0.7627118644067796,0.36036036036036034
off,0,42,18,False,0.37008150323696615,0.37008150323696615,0.25,0.7540983606557377,0.36283185840707965
off,0,42,19,False,0.3400611274277246,0.3400611274277246,0.2,0.7538461538461538,0.3559322033898305
off,0,42,20,False,0.30504584557079345,0.30504584557079345,0.2,0.75,0.3524590163934426
off,0,42,21,False,0.2787843841780951,0.2787843841780951,0.15,0.7464788732394366,0.34375
off,0,42,22,False,0.24658828813357134,0.24658828813357134,0.15,0.7631578947368421,0.3308270676691729
off,0,42,23,False,0.2224412161001785,0.2224412161001785,0.05,0.75,0.3357142857142857
off,0,42,24,False,0.17933091207513388,0.17933091207513388,0.05,0.7469879518072289,0.3287671232876712
off,0,42,25,False,0.14699818405635043,0.14699818405635043,0.05,0.7380952380952381,0.3288590604026846
off,0,42,26,False,0.12274863804226281,0.12274863804226281,0.05,0.7411764705882353,0.3246753246753247
off,0,42,27,False,0.1045614785316971,0.1045614785316971,0.05,0.7528089887640449,0.31645569620253167
off,0,42,28,False,0.09092110889877282,0.09092110889877282,0.0,0.7340425531914894,0.32727272727272727
off,0,42,29,False,0.06819083167407962,0.06819083167407962,0.0,0.7395833333333334,0.3254437869822485
off,0,42,30,False,0.051143123755559704,0.05114312375555971,0.0,0.7373737373737373,0.32954545454545453
off,0,42,31,False,0.03835734281666978,0.03835734281666978,0.0,0.7378640776699029,0.3259668508287293
off,0,42,32,False,0.028768007112502342,0.02876800711250234,0.0,0.7378640776699029,0.32608695652173914
off,0,42,33,False,0.021576005334376754,0.021576005334376754,0.0,0.7428571428571429,0.324468085106383
off,0,42,34,False,0.016182004000782565,0.016182004000782565,0.0,0.7363636363636363,0.3248730964467005
off,0,42,35,False,0.012136503000586923,0.012136503000586923,0.0,0.7368421052631579,0.32019704433497537
off,0,42,36,False,0.009102377250440191,0.009102377250440191,0.0,0.725,0.3238095238095238
off,0,42,37,False,0.006826782937830143,0.006826782937830143,0.0,0.728,0.3242009132420091
off,0,42,38,False,0.0051200872033726075,0.0051200872033726075,0.0,0.7364341085271318,0.31555555555555553
off,0,42,39,False,0.0038400654025294557,0.0038400654025294557,0.0,0.732824427480916,0.3173913043478261
off,0,43,0,False,0.0,0.0,0.0,0.0,1.0
off,0,43,1,False,0.0,0.0,0.09090909090909091,0.09090909090909091,0.8518518518518519
off,0,43,2,False,0.022727272727272728,0.022727272727272728,0.26666666666666666,0.26666666666666666,0.7272727272727273
off,0,43,3,False,0.08371212121212121,0.08371212121212121,0.42105263157894735,0.42105263157894735,0.625
off,0,43,4,False,0.16804724880382774,0.16804724880382774,0.4,0.42857142857142855,0.5869565217391305
off,0,43,5,False,0.22603543660287082,0.22603543660287082,0.4,0.5,0.5185185185185185
off,0,43,6,False,0.26952657745215314,0.26952657745215314,0.35,0.48148148148148145,0.5172413793103449
off,0,43,7,False,0.2896449330891149,0.2896449330891149,0.25,0.5,0.5076923076923077
off,0,43,8,False,0.27973369981683616,0.27973369981683616,0.3,0.5405405405405406,0.4722222222222222
off,0,43,9,False,0.2848002748626271,0.2848002748626271,0.3,0.5526315789473685,0.4533333333333333
off,0,43,10,False,0.28860020614697035,0.28860020614697035,0.25,0.5365853658536586,0.45121951219512196
off,0,43,11,False,0.27895015461022776,0.27895015461022776,0.25,0.5681818181818182,0.42391304347826086
off,0,43,12,False,0.2717126159576708,0.2717126159576708,0.25,0.5957446808510638,0.40625
off,0,43,13,False,0.2662844619682531,0.2662844619682531,0.25,0.6122448979591837,0.39603960396039606
off,0,43,14,False,0.2622133464761898,0.2622133464761898,0.25,0.6274509803921569,0.38095238095238093
off,0,43,15,False,0.2591600098571424,0.2591600098571424,0.3,0.6415094339622641,0.3783783783783784
off,0,43,16,False,0.26937000739285677,0.26937000739285677,0.25,0.6551724137931034,0.3644067796610169
off,0,43,17,False,0.26452750554464255,0.26452750554464255,0.2,0.6557377049180327,0.3629032258064516
off,0,43,18,False,0.2483956291584819,0.2483956291584819,0.2,0.6666666666666666,0.3515625
off,0,43,19,False,0.23629672186886141,0.23629672186886141,0.2,0.6818181818181818,0.3383458646616541
off,0,43,20,False,0.22722254140164605,0.22722254140164605,0.2,0.6818181818181818,0.33088235294117646
off,0,43,21,False,0.2204169060512345,0.22041690605123454,0.2,0.6956521739130435,0.323943661971831
off,0,43,22,False,0.21531267953842592,0.21531267953842592,0.2,0.6956521739130435,0.32413793103448274
off,0,43,23,False,0.21148450965381943,0.21148450965381943,0.2,0.704225352112676,0.3197278911564626
off,0,43,24,False,0.20861338224036458,0.20861338224036458,0.1,0.6973684210526315,0.3225806451612903
off,0,43,25,False,0.1814600366802734,0.1814600366802734,0.1,0.7088607594936709,0.32075471698113206
off,0,43,26,False,0.16109502751020505,0.16109502751020505,0.05,0.7093023255813954,0.32142857142857145
off,0,43,27,False,0.13332127063265378,0.13332127063265378,0.05,0.7111111111111111,0.3103448275862069
off,0,43,28,False,0.11249095297449034,0.11249095297449034,0.05,0.7127659574468085,0.31868131868131866
off,0,43,29,False,0.09686821473086775,0.09686821473086775,0.05,0.71875,0.31351351351351353
off,0,43,30,False,0.0851511610481508,0.0851511610481508,0.05,0.7244897959183674,0.31216931216931215
off,0,43,31,False,0.0763633707861131,0.0763633707861131,0.0,0.7102803738317757,0.31155778894472363
off,0,43,32,False,0.05727252808958483,0.05727252808958483,0.0,0.7027027027027027,0.3106796116504854
off,0,43,33,False,0.042954396067188615,0.04295439606718862,0.0,0.7017543859649122,0.3142857142857143
off,0,43,34,False,0.032215797050391466,0.032215797050391466,0.0,0.7058823529411765,0.3101851851851852
off,0,43,35,False,0.0241618477877936,0.0241618477877936,0.0,0.704,0.3125
off,0,43,36,False,0.0181213858408452,0.018121385840845203,0.0,0.7131782945736435,0.3056768558951965
off,0,43,37,False,0.013591039380633902,0.013591039380633902,0.0,0.6985294117647058,0.31092436974789917
off,0,43,38,False,0.010193279535475427,0.010193279535475427,0.0,0.6875,0.3157894736842105
off,0,43,39,False,0.0076449596516065714,0.007644959651606571,0.0,0.6896551724137931,0.31746031746031744
off,0,44,0,False,0.0,0.0,0.0,0.0,1.0
off,0,44,1,False,0.0,0.0,0.3,0.3,0.72
off,0,44,2,False,0.075,0.075,0.35714285714285715,0.35714285714285715,0.6896551724137931
off,0,44,3,False,0.14553571428571427,0.14553571428571427,0.5,0.5,0.5675675675675675
off,0,44,4,False,0.2341517857142857,0.2341517857142857,0.45,0.5217391304347826,0.5365853658536586
off,0,44,5,False,0.28811383928571427,0.28811383928571427,0.35,0.5357142857142857,0.5217391304347826
off,0,44,6,False,0.30358537946428565,0.30358537946428565,0.35,0.59375,0.48
off,0,44,7,False,0.31518903459821423,0.31518903459821423,0.15,0.575,0.4745762711864407
off,0,44,8,False,0.27389177594866065,0.27389177594866065,0.1,0.5777777777777777,0.46153846153846156
off,0,44,9,False,0.23041883196149548,0.23041883196149548,0.1,0.5957446808510638,0.4507042253521127
off,0,44,10,False,0.1978141239711216,0.1978141239711216,0.05,0.5961538461538461,0.425
off,0,44,11,False,0.16086059297834124,0.1608605929783412,0.0,0.603448275862069,0.41379310344827586
off,0,44,12,False,0.12064544473375591,0.12064544473375591,0.0,0.5967741935483871,0.40425531914893614
off,0,44,13,False,0.09048408355031692,0.09048408355031692,0.0,0.609375,0.3838383838383838
off,0,44,14,False,0.0678630626627377,0.0678630626627377,0.0,0.6231884057971014,0.37037037037037035
off,0,44,15,False,0.050897296997053275,0.050897296997053275,0.0,0.6103896103896104,0.3706896551724138
off,0,44,16,False,0.038172972747789954,0.038172972747789954,0.0,0.6125,0.36666666666666664
off,0,44,17,False,0.028629729560842466,0.028629729560842466,0.0,0.6144578313253012,0.36507936507936506
off,0,44,18,False,0.02147229717063185,0.02147229717063185,0.0,0.6235294117647059,0.3458646616541353
off,0,44,19,False,0.01610422287797389,0.01610422287797389,0.0,0.625,0.34285714285714286
off,0,44,20,False,0.012078167158480415,0.012078167158480417,0.0,0.6382978723404256,0.3310810810810811
off,0,44,21,False,0.009058625368860313,0.009058625368860313,0.0,0.6428571428571429,0.3246753246753247
off,0,44,22,False,0.006793969026645234,0.006793969026645235,0.0,0.64,0.3227848101265823
off,0,44,23,False,0.005095476769983926,0.005095476769983926,0.0,0.64,0.3167701863354037
off,0,44,24,False,0.003821607577487945,0.003821607577487945,0.0,0.6448598130841121,0.3136094674556213
off,0,44,25,False,0.002866205683115959,0.002866205683115959,0.0,0.6428571428571429,0.3142857142857143
off,0,44,26,False,0.002149654262336969,0.002149654262336969,0.0,0.6521739130434783,0.30601092896174864
off,0,44,27,False,0.001612240696752727,0.0016122406967527267,0.0,0.6581196581196581,0.2994652406417112
off,0,44,28,False,0.001209180522564545,0.001209180522564545,0.0,0.6557377049180327,0.30569948186528495
off,0,44,29,False,0.0009068853919234088,0.0009068853919234087,0.0,0.656,0.30456852791878175
off,0,44,30,False,0.0006801640439425565,0.0006801640439425565,0.0,0.6587301587301587,0.30198019801980197
off,0,44,31,False,0.0005101230329569174,0.0005101230329569174,0.0,0.6590909090909091,0.3
off,0,44,32,False,0.000382592274717688,0.000382592274717688,0.0,0.6594202898550725,0.30414746543778803
off,0,44,33,False,0.00028694420603826595,0.000286944206038266,0.0,0.6571428571428571,0.3063063063063063
off,0,44,34,False,0.0002152081545286995,0.0002152081545286995,0.0,0.6598639455782312,0.30434782608695654
off,0,44,35,False,0.00016140611589652464,0.00016140611589652464,0.0,0.6578947368421053,0.30638297872340425
off,0,44,36,False,0.00012105458692239348,0.00012105458692239348,0.0,0.6558441558441559,0.30416666666666664
off,0,44,37,False,9.079094019179511e-05,9.079094019179511e-05,0.0,0.6666666666666666,0.2979591836734694
off,0,44,38,False,6.809320514384633e-05,6.809320514384633e-05,0.0,0.6687116564417178,0.296
off,0,44,39,False,5.1069903857884746e-05,5.1069903857884746e-05,0.0,0.6746987951807228,0.29411764705882354
off,0,45,0,False,0.0,0.0,0.0,0.0,1.0
off,0,45,1,False,0.0,0.0,0.3076923076923077,0.3076923076923077,0.7777777777777778
off,0,45,2,False,0.07692307692307694,0.07692307692307693,0.2857142857142857,0.2857142857142857,0.7419354838709677
off,0,45,3,False,0.1291208791208791,0.1291208791208791,0.3888888888888889,0.3888888888888889,0.6666666666666666
off,0,45,4,False,0.19406288156288154,0.19406288156288154,0.45,0.45,0.6
off,0,45,5,False,0.25804716117216114,0.25804716117216114,0.45,0.45,0.5853658536585366
off,0,45,6,False,0.30603537087912086,0.30603537087912086,0.4,0.4782608695652174,0.5319148936170213
off,0,45,7,False,0.3295265281593407,0.3295265281593407,0.35,0.5,0.5098039215686274
off,0,45,8,False,0.33464489611950554,0.33464489611950554,0.35,0.5185185185185185,0.48148148148148145
off,0,45,9,False,0.3384836720896291,0.33848367208962915,0.35,0.5517241379310345,0.4406779661016949
off,0,45,10,False,0.34136275406722183,0.34136275406722183,0.3,0.6,0.4153846153846154
off,0,45,11,False,0.3310220655504164,0.3310220655504164,0.3,0.5897435897435898,0.4142857142857143
off,0,45,12,False,0.32326654916281233,0.32326654916281233,0.3,0.6190476190476191,0.3918918918918919
off,0,45,13,False,0.31744991187210925,0.31744991187210925,0.3,0.6521739130434783,0.3717948717948718
off,0,45,14,False,0.31308743390408195,0.31308743390408195,0.3,0.673469387755102,0.3493975903614458
off,0,45,15,False,0.3098155754280615,0.3098155754280615,0.3,0.6862745098039216,0.3333333333333333
off,0,45,16,False,0.3073616815710461,0.3073616815710461,0.25,0.6792452830188679,0.32978723404255317
off,0,45,17,False,0.2930212611782846,0.2930212611782846,0.25,0.6909090909090909,0.31958762886597936
off,0,45,18,False,0.28226594588371345,0.28226594588371345,0.2,0.6949152542372882,0.31683168316831684
off,0,45,19,False,0.2616994594127851,0.2616994594127851,0.1,0.6875,0.32407407407407407
off,0,45,20,False,0.22127459455958884,0.22127459455958884,0.05,0.6911764705882353,0.3157894736842105
off,0,45,21,False,0.17845594591969163,0.17845594591969163,0.0,0.6944444444444444,0.3135593220338983
off,0,45,22,False,0.13384195943976873,0.13384195943976873,0.0,0.7027027027027027,0.31451612903225806
off,0,45,23,False,0.10038146957982655,0.10038146957982655,0.0,0.7051282051282052,0.3153846153846154
off,0,45,24,False,0.07528610218486993,0.07528610218486992,0.0,0.7073170731707317,0.3161764705882353
off,0,45,25,False,0.05646457663865244,0.05646457663865244,0.0,0.7142857142857143,0.3076923076923077
off,0,45,26,False,0.042348432478989326,0.042348432478989326,0.0,0.7241379310344828,0.2972972972972973
off,0,45,27,False,0.03176132435924199,0.03176132435924199,0.0,0.7191011235955056,0.2980132450331126
off,0,45,28,False,0.023820993269431493,0.023820993269431493,0.0,0.7096774193548387,0.3037974683544304
off,0,45,29,False,0.01786574495207362,0.01786574495207362,0.0,0.7127659574468085,0.3006134969325153
off,0,45,30,False,0.013399308714055216,0.013399308714055216,0.0,0.7157894736842105,0.30409356725146197
off,0,45,31,False,0.010049481535541412,0.010049481535541412,0.0,0.7142857142857143,0.30113636363636365
