mode,detection,write_pref,side_host_attention,side_teardown_policy,side_evasion_rate,seed,epoch,reset,mean_infection,max_infection,cache_corruption,tier3_poisoning,promotion_accuracy,side_teardown,side_active,side_teardown_count,side_sweep_count,discovered_fraction,side_writes,sanctioned_writes,ungoverned_fraction,side_cache_corruption,side_entries,evader_fraction,population_attention,chosen_attention,substrate_gap,mean_side_value
deletion,0.05,0.7,,complete,0.5,51,31,False,0.0661328334473951,0.06613598304334166,0.0,0.5660377358490566,0.4090909090909091,False,True,12,0,1.0,0,49,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,32,False,0.04959962508554632,0.04960198728250624,0.0,0.5548780487804879,0.4192139737991266,True,False,13,0,1.0,34,11,0.7555555555555555,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,33,False,0.03719971881415974,0.03720149046187968,0.0,0.5548780487804879,0.4199134199134199,False,True,13,0,1.0,0,41,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,34,False,0.027899789110619803,0.027901117846409758,0.0,0.5542168674698795,0.4152542372881356,True,False,14,0,1.0,30,17,0.6382978723404256,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,35,False,0.020924841832964856,0.02092583838480732,0.0,0.5497076023391813,0.4139344262295082,False,True,14,0,1.0,0,39,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,36,False,0.015693631374723637,0.01569437878860549,0.0,0.554945054945055,0.4117647058823529,False,True,14,0,1.0,24,8,0.75,0.45,24,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,37,False,0.06802022353104274,0.06802078409145412,0.0,0.5597826086956522,0.4085603112840467,True,False,15,0,1.0,34,8,0.8095238095238095,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,38,False,0.05101516764828205,0.05101558806859059,0.0,0.5638297872340425,0.4068441064638783,False,True,15,0,1.0,0,40,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,complete,0.5,51,39,False,0.03826137573621154,0.03826169105144295,0.0,0.5602094240837696,0.40892193308550184,True,False,16,0,1.0,37,6,0.8604651162790697,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.1,0,0,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,1,False,0.0,0.0,0.42857142857142855,0.42857142857142855,0.8181818181818182,False,True,0,0,0.5,4,48,0.07692307692307693,0.0,4,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,2,False,0.06887755102040816,0.10714285714285714,0.5,0.5,0.7407407407407407,False,True,0,0,0.5,16,26,0.38095238095238093,0.0,20,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,3,False,0.13201530612244897,0.20535714285714285,0.6666666666666666,0.6666666666666666,0.5882352941176471,True,True,0,1,0.6,12,26,0.3157894736842105,0.0,20,0.0,0.05,0.05000000000000001,6.938893903907228e-18,0.0
deletion,0.05,0.7,,ordered,0.0,42,4,False,0.20615433673469388,0.32068452380952384,0.6875,0.6875,0.5714285714285714,False,True,0,1,0.8,18,22,0.45,0.15,38,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,5,False,0.25930325255102044,0.3452008928571429,0.65,0.7083333333333334,0.5227272727272727,False,True,0,1,0.8,17,18,0.4857142857142857,0.3,55,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,6,False,0.31322743941326536,0.3776506696428572,0.55,0.6666666666666666,0.5217391304347826,True,True,0,2,1.0,20,27,0.425531914893617,0.3,47,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,7,False,0.341170579559949,0.3894880022321429,0.45,0.6764705882352942,0.49056603773584906,True,True,0,3,1.0,31,12,0.7209302325581395,0.4,62,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,8,False,0.3621279346699618,0.3983660016741072,0.2,0.6097560975609756,0.5081967213114754,False,True,0,3,1.0,31,13,0.7045454545454546,0.65,93,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,9,False,0.3778459510024713,0.40502450125558037,0.05,0.5777777777777777,0.5151515151515151,True,True,0,4,1.0,33,4,0.8918918918918919,0.55,95,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,10,False,0.35838446325185347,0.3787683759416853,0.0,0.58,0.5,True,True,0,5,1.0,35,16,0.6862745098039216,0.45,114,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,11,False,0.32503834743889015,0.34032628195626397,0.0,0.5925925925925926,0.4868421052631579,True,True,0,6,1.0,28,15,0.6511627906976745,0.6,128,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,12,False,0.3187787605791676,0.33024471146719797,0.0,0.559322033898305,0.5060240963855421,True,True,0,7,1.0,28,9,0.7567567567567568,0.55,143,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,13,False,0.3078340704343758,0.3164335336003985,0.0,0.5362318840579711,0.5164835164835165,True,True,0,8,1.0,28,10,0.7368421052631579,0.5,156,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,14,False,0.2933755528257818,0.2998251502002989,0.0,0.52,0.5204081632653061,True,True,0,9,1.0,27,10,0.7297297297297297,0.75,175,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,15,False,0.3137816646193364,0.31861886265022415,0.0,0.5316455696202531,0.5148514851485149,False,True,0,9,1.0,34,10,0.7727272727272727,0.65,209,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,16,False,0.31658624846450223,0.3202141469876681,0.0,0.5301204819277109,0.5142857142857142,True,True,0,10,1.0,23,17,0.575,0.6,206,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,17,False,0.3124396863483767,0.3151606102407511,0.0,0.5340909090909091,0.509090909090909,True,True,0,11,1.0,34,13,0.723404255319149,0.45,219,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,18,False,0.2905797647612825,0.29262045768056333,0.0,0.5268817204301075,0.5130434782608696,False,True,0,11,1.0,38,11,0.7755102040816326,0.65,257,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,19,False,0.2991848235709619,0.3007153432604225,0.0,0.5204081632653061,0.5166666666666667,True,True,0,12,1.0,27,13,0.675,0.55,254,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,20,False,0.2931386176782214,0.29428650744531687,0.0,0.51,0.5245901639344263,True,True,0,13,1.0,29,18,0.6170212765957447,0.6,269,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,21,False,0.2948539632586661,0.29571488058398765,0.0,0.5148514851485149,0.515625,True,True,0,14,1.0,33,11,0.75,0.5,283,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,22,False,0.2836404724439996,0.2842861604379907,0.0,0.5137614678899083,0.5149253731343284,True,True,0,15,1.0,31,15,0.6739130434782609,0.4,297,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,23,False,0.2627303543329997,0.263214620328493,0.0,0.5132743362831859,0.5071428571428571,False,True,0,15,1.0,26,13,0.6666666666666666,0.5,323,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,24,False,0.25954776574974975,0.25991096524636975,0.0,0.5213675213675214,0.4897959183673469,True,True,0,16,1.0,38,11,0.7755102040816326,0.4,324,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,25,False,0.2446608243123123,0.2449332239347773,0.0,0.5289256198347108,0.4866666666666667,False,True,0,16,1.0,37,14,0.7254901960784313,0.65,361,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,26,False,0.26474561823423426,0.26494991795108297,0.0,0.5238095238095238,0.4810126582278481,True,True,0,17,1.0,29,15,0.6590909090909091,0.5,356,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,27,False,0.2610592136756757,0.2612124384633122,0.0,0.5413533834586466,0.47530864197530864,True,True,0,18,1.0,29,10,0.7435897435897436,0.55,371,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,28,False,0.2645444102567568,0.26465932884748417,0.0,0.5323741007194245,0.48214285714285715,True,True,0,19,1.0,33,11,0.75,0.45,386,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,29,False,0.2546583076925676,0.25474449663561316,0.0,0.5205479452054794,0.48863636363636365,True,True,0,20,1.0,36,6,0.8571428571428571,0.45,402,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,30,False,0.2472437307694257,0.24730837247670986,0.0,0.527027027027027,0.48314606741573035,True,True,0,21,1.0,37,13,0.74,0.55,421,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,31,False,0.2541827980770693,0.2542312793575324,0.0,0.5228758169934641,0.4864864864864865,True,True,0,22,1.0,25,16,0.6097560975609756,0.65,433,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,32,False,0.27188709855780197,0.27192345951814934,0.0,0.5214723926380368,0.48704663212435234,True,True,0,23,1.0,31,8,0.7948717948717948,0.65,450,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,33,False,0.2851653239183515,0.285192594638612,0.0,0.5207100591715976,0.48514851485148514,True,True,0,24,1.0,27,15,0.6428571428571429,0.55,467,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,34,False,0.2826239929387636,0.282644445978959,0.0,0.5232558139534884,0.4803921568627451,True,True,0,25,1.0,31,16,0.6595744680851063,0.6,479,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,35,False,0.2869679947040727,0.28698333448421925,0.0,0.5310734463276836,0.47619047619047616,True,True,0,26,1.0,30,14,0.6818181818181818,0.55,495,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,36,False,0.2839759960280545,0.2839875008631645,0.0,0.5384615384615384,0.4675925925925926,True,True,0,27,1.0,22,20,0.5238095238095238,0.45,505,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,37,False,0.26923199702104095,0.2692406256473734,0.0,0.5412371134020618,0.4669603524229075,True,True,0,28,1.0,21,14,0.6,0.55,511,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,38,False,0.2706739977657807,0.27068046923553,0.0,0.55,0.4592274678111588,True,True,0,29,1.0,31,10,0.7560975609756098,0.45,527,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,42,39,False,0.2592554983243356,0.25926035192664754,0.0,0.5463414634146342,0.4602510460251046,True,True,0,30,1.0,31,11,0.7380952380952381,0.2,541,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.0,0,0,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,1,False,0.0,0.0,0.09090909090909091,0.09090909090909091,0.8518518518518519,False,True,0,0,0.0,0,50,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,2,False,0.022727272727272728,0.022727272727272728,0.29411764705882354,0.29411764705882354,0.7352941176470589,False,True,0,0,0.1,0,35,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,3,False,0.09057486631016043,0.09057486631016043,0.4,0.42857142857142855,0.6190476190476191,False,True,0,0,0.2,1,37,0.02631578947368421,0.0,1,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,4,False,0.16078829258976318,0.16793114973262033,0.35,0.48,0.574468085106383,False,True,0,0,0.5,1,36,0.02702702702702703,0.0,2,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,5,False,0.18934121944232235,0.21344836229946523,0.3,0.5333333333333333,0.509090909090909,False,True,0,0,0.5,16,18,0.47058823529411764,0.3333333333333333,18,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,6,False,0.21879162886745607,0.23508627172459895,0.25,0.53125,0.5172413793103449,False,True,0,0,0.5,10,32,0.23809523809523808,0.35,28,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,7,False,0.23195086450773492,0.2388147037934492,0.2,0.5227272727272727,0.5072463768115942,True,True,0,1,0.5,14,21,0.4,0.45,21,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,8,False,0.23735600552365832,0.2536227465950869,0.15,0.5416666666666666,0.47368421052631576,False,True,0,1,0.6,13,33,0.2826086956521739,0.5,34,0.0,0.05,0.05000000000000001,6.938893903907228e-18,0.0
deletion,0.05,0.7,,ordered,0.0,43,9,False,0.24051700414274374,0.27146705994631515,0.05,0.5294117647058824,0.4875,True,True,0,2,0.7,15,26,0.36585365853658536,0.5,38,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,10,False,0.23306632453562925,0.2723502949597364,0.05,0.5384615384615384,0.47619047619047616,True,True,0,3,0.8,19,23,0.4523809523809524,0.5,44,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,11,False,0.23551402911600766,0.2730127212198023,0.05,0.5862068965517241,0.4444444444444444,True,True,0,4,0.8,26,21,0.5531914893617021,0.25,58,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,12,False,0.21056409326557718,0.24225954091485172,0.0,0.5737704918032787,0.45161290322580644,True,True,0,5,0.8,24,17,0.5853658536585366,0.3,68,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,13,False,0.19006592709204004,0.2191946556861388,0.0,0.5757575757575758,0.45,True,True,0,6,0.9,18,20,0.47368421052631576,0.3,75,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,14,False,0.18004944531903003,0.2018959917646041,0.0,0.5652173913043478,0.45098039215686275,True,True,0,7,0.9,26,16,0.6190476190476191,0.25,93,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,15,False,0.1662870839892725,0.18267199382345306,0.0,0.581081081081081,0.43119266055045874,False,True,0,7,0.9,21,24,0.4666666666666667,0.25,114,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,16,False,0.1559653129919544,0.16825399536758978,0.0,0.6,0.41379310344827586,False,True,0,7,1.0,27,16,0.627906976744186,0.35,141,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,17,False,0.1607239847439658,0.16994049652569232,0.0,0.5842696629213483,0.4251968503937008,True,True,0,8,1.0,28,11,0.717948717948718,0.45,131,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,18,False,0.17679298855797435,0.18370537239426923,0.0,0.5894736842105263,0.41044776119402987,False,True,0,8,1.0,29,10,0.7435897435897436,0.4,160,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,19,False,0.18259474141848075,0.18777902929570195,0.0,0.5922330097087378,0.41134751773049644,False,True,0,8,1.0,33,10,0.7674418604651163,0.45,193,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,20,False,0.19319605606386056,0.19708427197177644,0.0,0.6055045871559633,0.4041095890410959,True,True,0,9,1.0,33,11,0.75,0.45,178,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,21,False,0.2011470420478954,0.20406320397883232,0.0,0.6126126126126126,0.39072847682119205,True,True,0,10,1.0,31,13,0.7045454545454546,0.25,192,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,22,False,0.18211028153592154,0.18429740298412423,0.0,0.6052631578947368,0.3836477987421384,True,True,0,11,1.0,34,14,0.7083333333333334,0.4,208,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,23,False,0.18658271115194117,0.18822305223809316,0.0,0.6153846153846154,0.3836477987421384,True,True,0,12,1.0,37,12,0.7551020408163265,0.5,228,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,24,False,0.20243703336395585,0.20366728917856985,0.0,0.6229508196721312,0.37575757575757573,True,True,0,13,1.0,27,15,0.6428571428571429,0.6,241,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,25,False,0.2268277750229669,0.22775046688392742,0.0,0.626984126984127,0.3727810650887574,False,True,0,13,1.0,30,11,0.7317073170731707,0.5,271,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,26,False,0.23262083126722516,0.23331285016294556,0.0,0.6268656716417911,0.3728813559322034,True,True,0,14,1.0,30,11,0.7317073170731707,0.3,273,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,27,False,0.2119656234504189,0.21248463762220918,0.0,0.6231884057971014,0.37362637362637363,True,True,0,15,1.0,31,10,0.7560975609756098,0.35,285,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,28,False,0.20272421758781417,0.20311347821665687,0.0,0.6137931034482759,0.3829787234042553,True,True,0,16,1.0,35,10,0.7777777777777778,0.35,299,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,29,False,0.19579316319086065,0.19608510866249268,0.0,0.6066666666666667,0.3865979381443299,False,True,0,16,1.0,31,12,0.7209302325581395,0.65,330,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,30,False,0.2280948723931455,0.2283138314968695,0.0,0.6114649681528662,0.385,True,True,0,17,1.0,36,10,0.782608695652174,0.7,335,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,31,False,0.2585711542948591,0.2587353736226521,0.0,0.5975609756097561,0.3923444976076555,False,True,0,17,1.0,30,11,0.7317073170731707,0.45,365,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,32,False,0.2501783657211443,0.2503015302169891,0.0,0.5976331360946746,0.397196261682243,True,True,0,18,1.0,26,8,0.7647058823529411,0.4,366,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,33,False,0.23763377429085825,0.2377261476627418,0.0,0.5906432748538012,0.39814814814814814,True,True,0,19,1.0,35,17,0.6730769230769231,0.45,383,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,34,False,0.2344753307181437,0.23454461074705635,0.0,0.5921787709497207,0.39555555555555555,True,True,0,20,1.0,29,12,0.7073170731707317,0.3,398,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,35,False,0.21335649803860776,0.21340845806029227,0.0,0.5978260869565217,0.3930131004366812,False,True,0,20,1.0,21,17,0.5526315789473685,0.5,419,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,36,False,0.22251737352895581,0.2225563435452192,0.0,0.5947368421052631,0.3940677966101695,False,True,0,20,1.0,27,15,0.6428571428571429,0.6,446,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,37,False,0.24188803014671686,0.24191725765891442,0.0,0.5867346938775511,0.40082644628099173,True,True,0,21,1.0,31,14,0.6888888888888889,0.45,447,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,38,False,0.23766602261003764,0.23768794324418582,0.0,0.5742574257425742,0.4112903225806452,True,True,0,22,1.0,27,10,0.7297297297297297,0.7,463,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,43,39,False,0.26574951695752824,0.26576595743313935,0.0,0.5756097560975609,0.4103585657370518,False,True,0,22,1.0,28,15,0.6511627906976745,0.6,491,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,0,False,0.0,0.0,0.0,0.0,1.0,False,True,0,0,0.0,0,0,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,1,False,0.0,0.0,0.3,0.3,0.72,False,True,0,0,0.0,0,43,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,2,False,0.075,0.075,0.4166666666666667,0.4166666666666667,0.6785714285714286,False,True,0,0,0.1,0,43,0.0,0.0,0,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,3,False,0.16041666666666665,0.16041666666666665,0.5625,0.5625,0.5714285714285714,False,True,0,0,0.2,2,36,0.05263157894736842,0.0,2,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,4,False,0.25089285714285714,0.2609375,0.5789473684210527,0.5789473684210527,0.5384615384615384,False,True,0,0,0.4,2,33,0.05714285714285714,0.5,4,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,5,False,0.33008693609022555,0.34043996710526314,0.6,0.6363636363636364,0.5,True,True,0,1,0.5,14,32,0.30434782608695654,0.6363636363636364,11,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,6,False,0.3995132540157211,0.4098754298744019,0.5,0.6296296296296297,0.5,True,True,0,2,0.7,8,33,0.1951219512195122,0.5,16,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,7,False,0.4246349405117908,0.43240657240580144,0.4,0.6363636363636364,0.48148148148148145,True,True,0,3,0.8,16,28,0.36363636363636365,0.35,25,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,8,False,0.4131190625267003,0.42174811112253285,0.25,0.6097560975609756,0.4838709677419355,True,True,0,4,0.9,26,17,0.6046511627906976,0.4,35,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,9,False,0.39108929689502514,0.3975610833418996,0.25,0.627906976744186,0.45454545454545453,True,True,0,5,0.9,22,19,0.5365853658536586,0.55,51,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,10,False,0.39331697267126886,0.3981708125064247,0.2,0.6530612244897959,0.4305555555555556,True,True,0,6,0.9,25,20,0.5555555555555556,0.55,58,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,11,False,0.38873772950345165,0.39237810937981854,0.2,0.6792452830188679,0.40789473684210525,True,True,0,7,0.9,31,13,0.7045454545454546,0.4,73,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,12,False,0.3665532971275888,0.36928358203486394,0.0,0.6612903225806451,0.4117647058823529,True,True,0,8,0.9,21,14,0.6,0.4,82,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,13,False,0.32491497284569154,0.32696268652614796,0.0,0.6615384615384615,0.4,False,True,0,8,0.9,21,18,0.5384615384615384,0.55,103,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,14,False,0.3124362296342686,0.313972014894611,0.0,0.6901408450704225,0.37894736842105264,True,True,0,9,1.0,22,22,0.5,0.7,104,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,15,False,0.3218271722257015,0.3229790111709583,0.0,0.6708860759493671,0.3942307692307692,False,True,0,9,1.0,23,14,0.6216216216216216,0.75,127,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,16,False,0.3351203791692761,0.3359842583782187,0.0,0.6547619047619048,0.4036697247706422,True,True,0,10,1.0,31,16,0.6595744680851063,0.65,127,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,17,False,0.3325902843769571,0.33323819378366404,0.0,0.651685393258427,0.40350877192982454,False,True,0,10,1.0,38,10,0.7916666666666666,0.6,165,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,18,False,0.3244427132827178,0.324928645337748,0.0,0.6593406593406593,0.39655172413793105,True,True,0,11,1.0,35,13,0.7291666666666666,0.6,167,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,19,False,0.3183320349620384,0.318696484003311,0.0,0.6382978723404256,0.4083333333333333,False,True,0,11,1.0,31,11,0.7380952380952381,0.55,198,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,20,False,0.3074990262215288,0.30777236300248323,0.0,0.6565656565656566,0.392,True,True,0,12,1.0,31,11,0.7380952380952381,0.45,202,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,21,False,0.28687426966614654,0.2870792722518624,0.0,0.6601941747572816,0.3953488372093023,True,True,0,13,1.0,26,9,0.7428571428571429,0.55,217,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,22,False,0.2839057022496099,0.2840594541888968,0.0,0.6605504587155964,0.3851851851851852,True,True,0,14,1.0,26,13,0.6666666666666666,0.6,232,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,23,False,0.28792927668720747,0.2880445906416726,0.0,0.6637931034482759,0.3829787234042553,True,True,0,15,1.0,29,15,0.6590909090909091,0.6,243,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,24,False,0.2909469575154056,0.29103344298125444,0.0,0.6583333333333333,0.38620689655172413,True,True,0,16,1.0,31,9,0.775,0.5,263,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,25,False,0.2807102181365542,0.28077508223594083,0.0,0.6456692913385826,0.39215686274509803,False,True,0,16,1.0,26,22,0.5416666666666666,0.35,289,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,26,False,0.25428266360241564,0.2543313116769556,0.0,0.648854961832061,0.3860759493670886,True,True,0,17,1.0,30,14,0.6818181818181818,0.35,292,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,27,False,0.23446199770181173,0.2344984837577167,0.0,0.6444444444444445,0.38650306748466257,True,True,0,18,1.0,31,10,0.7560975609756098,0.8,312,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,28,False,0.2758464982763588,0.2758738628182875,0.0,0.6408450704225352,0.3905325443786982,True,True,0,19,1.0,33,11,0.75,0.4,327,0.0,0.05,0.05,0.0,0.0
deletion,0.05,0.7,,ordered,0.0,44,29,False,0.2568848737072691,0.25690539711371563,0.0,0.6438356164383562,0.3850574712643678,True,True,0,20,1.0,25,17,0.5952380952380952,0.35,335,0.0,0.05,0.05,0.0,0.0
